59773	http://doc.utwente.nl/99646/	http://doc.utwente.nl/99646/1/nn506750r.pdf
5630	http://doc.utwente.nl/19544/	http://doc.utwente.nl/19544/1/Protocols_versus_-_sinderen.pdf
8726	http://essay.utwente.nl/62112/	http://essay.utwente.nl/62112/1/BSc_C_Chmiel.pdf
7143	http://doc.utwente.nl/24799/	http://doc.utwente.nl/24799/1/1995article.pdf
51535	http://doc.utwente.nl/91125/	http://doc.utwente.nl/91125/1/2009_BFJ_Ziggers_Henseler.pdf
12143	http://essay.utwente.nl/64238/	http://essay.utwente.nl/64238/1/Bachelor%20thesis%2C%20Sander%20Ophof%2C%20S1140248.pdf
28082	http://doc.utwente.nl/66191/	http://doc.utwente.nl/66191/1/JOA_PAO_FAY.pdf
971	http://essay.utwente.nl/56303/	http://essay.utwente.nl/56303/1/potman02development.pdf
16974	http://essay.utwente.nl/67976/	http://essay.utwente.nl/67976/1/Derckx%20Janneke%20-s%201378066%20scriptie.pdf
35851	http://doc.utwente.nl/74421/	http://doc.utwente.nl/74421/1/versatile.pdf
23690	http://doc.utwente.nl/61592/	http://doc.utwente.nl/61592/1/high_oxygen.pdf
32598	http://doc.utwente.nl/71010/	http://doc.utwente.nl/71010/1/Kelkboom10_Binary_Biometrics_An_Analytic_Framework_to_Estimate_the_Bit_Error_Probability_under_Gaussian_Assumption.pdf
36624	http://doc.utwente.nl/75242/	http://doc.utwente.nl/75242/1/intrinsic.pdf
1559	http://doc.utwente.nl/10060/	http://doc.utwente.nl/10060/1/Haanappel95mechanical.pdf
34086	http://doc.utwente.nl/72547/	http://doc.utwente.nl/72547/1/Emmens10technology.pdf
19216	http://doc.utwente.nl/55978/	http://doc.utwente.nl/55978/1/rede_S_Stramigioli.pdf
17856	http://doc.utwente.nl/53791/	http://doc.utwente.nl/53791/1/Smilde05admixtures.pdf
16027	http://essay.utwente.nl/67092/	http://essay.utwente.nl/67092/1/Hemel%20Carmen%20-s%201389300%20scriptie.pdf
33050	http://doc.utwente.nl/71480/	http://doc.utwente.nl/71480/1/micro.pdf
7625	http://essay.utwente.nl/61456/	http://essay.utwente.nl/61456/1/MSc_P_van_der_Graaf.pdf
56381	http://doc.utwente.nl/96156/	http://doc.utwente.nl/96156/1/photoluminescence.pdf
14655	http://doc.utwente.nl/47231/	http://doc.utwente.nl/47231/1/01253445.pdf
16626	http://doc.utwente.nl/50444/	http://doc.utwente.nl/50444/1/thesis_Zhu.pdf
11519	http://doc.utwente.nl/38312/	http://doc.utwente.nl/38312/1/Lijding02flexible.pdf
47880	http://doc.utwente.nl/87309/	http://doc.utwente.nl/87309/1/fetchObject.action.pdf
50446	http://doc.utwente.nl/90008/	http://doc.utwente.nl/90008/1/effect.pdf
56476	http://doc.utwente.nl/96254/	http://doc.utwente.nl/96254/1/1-s2.0-S0736467913013590-main.pdf
57679	http://doc.utwente.nl/97487/	http://doc.utwente.nl/97487/1/bi501369k.pdf
32944	http://doc.utwente.nl/71372/	http://doc.utwente.nl/71372/1/kristallstrukturen.pdf
41924	http://doc.utwente.nl/80955/	http://doc.utwente.nl/80955/1/science.pdf
58569	http://doc.utwente.nl/98399/	http://doc.utwente.nl/98399/1/Examplesonstability.pdf
22796	http://doc.utwente.nl/60686/	http://doc.utwente.nl/60686/1/on_the_dimension.pdf
22028	http://doc.utwente.nl/59906/	http://doc.utwente.nl/59906/1/Briones06semantic-ext.pdf
31213	http://doc.utwente.nl/69540/	http://doc.utwente.nl/69540/1/ProRISC_OLFAR.pdf
48172	http://doc.utwente.nl/87616/	http://doc.utwente.nl/87616/1/1-s2.0-S0022103113001066-main.pdf
34366	http://doc.utwente.nl/72838/	http://doc.utwente.nl/72838/1/Swierstra09taking.pdf
15008	http://essay.utwente.nl/66304/	http://essay.utwente.nl/66304/1/Bachelor%20Thesis%20Bas%20Bisschop%2C%20S1259490.pdf
19527	http://doc.utwente.nl/56986/	http://doc.utwente.nl/56986/1/00000112.pdf
35382	http://doc.utwente.nl/73916/	http://doc.utwente.nl/73916/1/Blommestein98influence.pdf
11432	http://essay.utwente.nl/63782/	http://essay.utwente.nl/63782/1/2013.Lam.Bachelor_thesis.pdf
